Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,29.87,29.60,31.17,30000,64,3,linear_sync
8,30.92,29.61,30.92,30000,64,3,linear_sync
16,30.04,29.51,31.12,30000,64,3,linear_sync
32,30.66,29.38,32.96,30000,64,3,linear_sync
64,30.46,29.42,32.29,30000,64,3,linear_sync
128,30.95,29.31,39.26,30000,64,3,linear_sync
256,31.04,29.40,39.41,30000,64,3,linear_sync
512,31.45,29.04,43.02,30000,64,3,linear_sync
1024,31.66,29.25,44.59,30000,64,3,linear_sync
2048,30.36,29.08,57.36,30000,64,3,linear_sync
4096,30.59,29.40,72.35,30000,64,3,linear_sync
8192,29.14,29.14,104.19,30000,64,3,linear_sync
16384,29.39,29.07,153.04,30000,64,3,linear_sync
32768,29.51,28.88,254.12,30000,64,3,linear_sync
65536,30.60,29.13,448.72,30000,64,3,linear_sync
131072,30.22,28.59,836.69,30000,64,3,linear_sync
262144,29.14,28.74,1357.35,30000,64,3,linear_sync
524288,28.87,28.87,3159.34,30000,64,3,linear_sync
1,74.47,74.47,74.47,30000,128,3,linear_sync
2,75.63,72.89,75.63,30000,128,3,linear_sync
4,76.33,72.72,76.33,30000,128,3,linear_sync
8,75.59,72.32,75.59,30000,128,3,linear_sync
16,75.87,72.00,75.87,30000,128,3,linear_sync
32,75.37,72.53,85.12,30000,128,3,linear_sync
64,75.98,72.21,90.32,30000,128,3,linear_sync
128,75.44,71.94,99.26,30000,128,3,linear_sync
256,76.08,72.63,101.79,30000,128,3,linear_sync
512,76.19,72.68,111.18,30000,128,3,linear_sync
1024,75.45,72.63,121.72,30000,128,3,linear_sync
2048,76.12,71.77,150.42,30000,128,3,linear_sync
4096,75.72,71.88,256.72,30000,128,3,linear_sync
8192,75.28,72.23,474.38,30000,128,3,linear_sync
16384,75.71,72.14,606.38,30000,128,3,linear_sync
32768,75.32,72.38,1851.83,30000,128,3,linear_sync
65536,75.92,72.51,1334.44,30000,128,3,linear_sync
131072,76.70,72.41,2962.46,30000,128,3,linear_sync
262144,76.46,72.17,3683.66,30000,128,3,linear_sync
524288,81.37,72.14,7181.46,30000,128,3,linear_sync
1,280.61,280.61,280.61,30000,256,3,linear_sync
2,292.94,276.91,292.94,30000,256,3,linear_sync
4,295.38,278.92,295.38,30000,256,3,linear_sync
8,290.82,278.59,290.82,30000,256,3,linear_sync
16,281.81,277.63,288.78,30000,256,3,linear_sync
32,281.24,276.56,303.25,30000,256,3,linear_sync
64,282.24,277.99,299.08,30000,256,3,linear_sync
128,294.00,276.96,328.19,30000,256,3,linear_sync
256,290.28,278.54,366.97,30000,256,3,linear_sync
512,281.76,278.16,383.83,30000,256,3,linear_sync
