Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
256,1.18,1.01,1.54,30000,128,2,binomial
512,1.15,1.03,1.97,30000,128,2,binomial
1024,0.99,0.99,2.59,30000,128,2,binomial
2048,1.20,1.06,3.98,30000,128,2,binomial
4096,1.06,1.06,7.02,30000,128,2,binomial
8192,1.03,1.02,13.65,30000,128,2,binomial
16384,1.34,1.05,28.98,30000,128,2,binomial
32768,1.06,1.06,55.26,30000,128,2,binomial
65536,0.98,0.98,90.67,30000,128,2,binomial
131072,0.97,0.97,196.68,30000,128,2,binomial
262144,0.99,0.99,5823.26,30000,128,2,binomial
