Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
32,0.79,0.77,0.97,30000,64,0,ignore
64,0.89,0.81,0.97,30000,64,0,ignore
128,0.78,0.78,1.15,30000,64,0,ignore
256,0.78,0.76,1.35,30000,64,0,ignore
512,0.91,0.77,1.53,30000,64,0,ignore
1024,0.79,0.79,1.98,30000,64,0,ignore
2048,0.86,0.78,3.05,30000,64,0,ignore
4096,0.99,0.78,5.19,30000,64,0,ignore
8192,0.89,0.77,9.31,30000,64,0,ignore
16384,0.78,0.77,17.86,30000,64,0,ignore
32768,0.85,0.77,35.15,30000,64,0,ignore
65536,1.03,0.78,68.01,30000,64,0,ignore
131072,0.85,0.81,154.03,30000,64,0,ignore
262144,0.75,0.75,375.26,30000,64,0,ignore
524288,0.75,0.75,6386.31,30000,64,0,ignore
1,1.02,1.02,1.02,30000,128,0,ignore
2,1.22,1.06,1.22,30000,128,0,ignore
4,1.00,1.00,1.13,30000,128,0,ignore
8,1.10,1.08,1.16,30000,128,0,ignore
16,1.05,1.03,1.50,30000,128,0,ignore
32,1.07,1.03,1.40,30000,128,0,ignore
64,1.01,1.01,1.60,30000,128,0,ignore
128,1.06,1.04,1.65,30000,128,0,ignore
256,1.04,1.03,1.58,30000,128,0,ignore
512,1.01,1.01,1.95,30000,128,0,ignore
1024,1.03,1.03,2.65,30000,128,0,ignore
2048,1.06,1.05,4.00,30000,128,0,ignore
4096,1.29,1.04,6.94,30000,128,0,ignore
8192,1.71,1.01,12.71,30000,128,0,ignore
16384,1.04,1.02,23.50,30000,128,0,ignore
32768,1.00,1.00,45.48,30000,128,0,ignore
65536,0.97,0.97,90.18,30000,128,0,ignore
131072,1.22,1.02,197.28,30000,128,0,ignore
