Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,2.21,2.14,2.31,30000,80,3,pipeline
4,2.32,2.32,2.48,30000,82,3,pipeline
4,2.73,2.53,2.73,30000,84,3,pipeline
4,2.63,2.63,2.77,30000,86,3,pipeline
4,2.77,2.47,2.77,30000,88,3,pipeline
4,2.64,2.64,2.88,30000,90,3,pipeline
4,2.88,2.79,2.88,30000,92,3,pipeline
4,3.04,2.90,3.04,30000,94,3,pipeline
4,2.53,2.53,2.72,30000,96,3,pipeline
4,2.54,2.54,2.60,30000,98,3,pipeline
4,2.70,2.62,2.70,30000,100,3,pipeline
4,2.65,2.65,2.83,30000,102,3,pipeline
4,2.99,2.70,2.99,30000,104,3,pipeline
4,2.63,2.63,2.92,30000,106,3,pipeline
4,2.83,2.69,2.86,30000,108,3,pipeline
4,3.06,3.05,3.10,30000,110,3,pipeline
4,2.77,2.77,2.89,30000,112,3,pipeline
4,2.86,2.86,3.04,30000,114,3,pipeline
4,2.82,2.82,3.03,30000,116,3,pipeline
4,3.27,2.98,3.27,30000,118,3,pipeline
4,3.18,3.12,3.21,30000,120,3,pipeline
4,3.09,3.09,3.27,30000,122,3,pipeline
4,3.25,3.25,3.34,30000,124,3,pipeline
4,3.34,3.28,3.34,30000,126,3,pipeline
4,2.61,2.61,3.88,30000,128,3,pipeline
4,2.02,2.02,2.88,30000,130,3,pipeline
4,2.28,2.28,3.03,30000,132,3,pipeline
4,2.12,2.12,3.04,30000,134,3,pipeline
4,2.70,2.70,3.68,30000,136,3,pipeline
4,2.79,2.79,3.57,30000,138,3,pipeline
4,2.58,2.58,3.46,30000,140,3,pipeline
4,2.51,2.51,3.29,30000,142,3,pipeline
4,2.80,2.80,3.82,30000,144,3,pipeline
4,3.13,3.13,3.81,30000,146,3,pipeline
4,3.03,3.03,3.69,30000,148,3,pipeline
4,3.84,3.76,3.86,30000,150,3,pipeline
4,3.45,3.45,4.10,30000,152,3,pipeline
4,3.39,3.39,4.33,30000,154,3,pipeline
4,3.71,3.71,4.65,30000,156,3,pipeline
4,3.98,3.98,4.89,30000,158,3,pipeline
4,4.68,4.68,5.96,30000,160,3,pipeline
4,4.83,4.83,6.44,30000,162,3,pipeline
4,5.47,5.47,6.97,30000,164,3,pipeline
4,5.91,5.91,7.58,30000,166,3,pipeline
4,6.44,6.44,7.65,30000,168,3,pipeline
4,6.49,6.49,7.95,30000,170,3,pipeline
4,6.60,6.60,7.59,30000,172,3,pipeline
4,6.66,6.66,7.48,30000,174,3,pipeline
4,4.59,4.59,5.93,30000,176,3,pipeline
4,4.81,4.81,6.33,30000,178,3,pipeline
4,5.36,5.36,6.57,30000,180,3,pipeline
4,5.27,5.27,6.96,30000,182,3,pipeline
4,5.26,5.26,6.97,30000,184,3,pipeline
4,5.81,5.81,7.23,30000,186,3,pipeline
4,5.86,5.86,7.50,30000,188,3,pipeline
4,6.31,6.31,7.83,30000,190,3,pipeline
4,5.68,5.68,7.95,30000,192,3,pipeline
4,6.60,6.60,8.58,30000,194,3,pipeline
4,6.59,6.59,8.92,30000,196,3,pipeline
4,7.58,7.58,9.36,30000,198,3,pipeline
4,7.85,7.85,9.87,30000,200,3,pipeline
4,8.47,8.47,10.40,30000,202,3,pipeline
4,9.09,9.09,10.54,30000,204,3,pipeline
4,9.67,9.67,10.79,30000,206,3,pipeline
4,8.98,8.98,10.92,30000,208,3,pipeline
4,9.87,9.87,16.08,30000,210,3,pipeline
4,10.50,10.50,11.51,30000,212,3,pipeline
4,11.09,11.09,11.91,30000,214,3,pipeline
4,10.93,10.93,11.90,30000,216,3,pipeline
4,11.40,11.40,12.29,30000,218,3,pipeline
4,11.24,11.24,12.12,30000,220,3,pipeline
4,11.08,11.08,11.54,30000,222,3,pipeline
4,8.32,8.32,10.78,30000,224,3,pipeline
4,9.15,9.15,11.50,30000,226,3,pipeline
4,9.65,9.65,11.88,30000,228,3,pipeline
4,10.16,10.16,12.47,30000,230,3,pipeline
4,10.27,10.27,12.59,30000,232,3,pipeline
4,10.85,10.85,13.13,30000,234,3,pipeline
4,11.43,11.43,13.44,30000,236,3,pipeline
4,11.56,11.56,13.74,30000,238,3,pipeline
4,11.76,11.76,14.09,30000,240,3,pipeline
4,17.04,14.40,17.04,30000,242,3,pipeline
4,12.44,12.44,15.16,30000,244,3,pipeline
4,13.42,13.42,15.59,30000,246,3,pipeline
4,13.89,13.89,16.11,30000,248,3,pipeline
4,14.48,14.48,16.65,30000,250,3,pipeline
4,15.51,15.51,17.56,30000,252,3,pipeline
4,16.59,16.59,18.15,30000,254,3,pipeline
4,1.02,1.02,1.03,30000,256,3,pipeline
