Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
524288,0.19,0.19,73.59,30000,4,0,ignore
1,0.77,0.77,0.77,30000,8,0,ignore
2,0.76,0.76,0.77,30000,8,0,ignore
4,0.78,0.76,0.80,30000,8,0,ignore
8,0.73,0.73,0.86,30000,8,0,ignore
16,0.76,0.76,0.87,30000,8,0,ignore
32,0.76,0.76,0.97,30000,8,0,ignore
64,0.78,0.75,0.97,30000,8,0,ignore
128,0.75,0.75,1.33,30000,8,0,ignore
256,0.72,0.72,1.39,30000,8,0,ignore
512,0.77,0.76,1.44,30000,8,0,ignore
1024,0.77,0.76,1.50,30000,8,0,ignore
2048,0.79,0.78,1.88,30000,8,0,ignore
4096,0.73,0.73,3.05,30000,8,0,ignore
8192,0.75,0.75,4.83,30000,8,0,ignore
16384,0.74,0.74,12.28,30000,8,0,ignore
32768,0.74,0.74,12.78,30000,8,0,ignore
65536,0.73,0.73,23.87,30000,8,0,ignore
131072,0.71,0.71,48.76,30000,8,0,ignore
262144,0.70,0.70,109.38,30000,8,0,ignore
524288,0.78,0.77,245.09,30000,8,0,ignore
1,1.21,1.21,1.21,30000,16,0,ignore
2,1.20,1.17,1.20,30000,16,0,ignore
4,1.18,1.17,1.18,30000,16,0,ignore
8,1.20,1.19,1.20,30000,16,0,ignore
16,1.14,1.14,1.22,30000,16,0,ignore
32,1.17,1.16,1.36,30000,16,0,ignore
64,1.20,1.18,1.37,30000,16,0,ignore
128,1.17,1.17,1.90,30000,16,0,ignore
256,1.21,1.21,1.94,30000,16,0,ignore
512,1.22,1.22,2.09,30000,16,0,ignore
1024,1.18,1.18,2.27,30000,16,0,ignore
2048,1.25,1.20,3.00,30000,16,0,ignore
4096,1.17,1.17,5.27,30000,16,0,ignore
8192,1.22,1.22,10.15,30000,16,0,ignore
16384,1.18,1.15,18.42,30000,16,0,ignore
32768,1.24,1.19,29.18,30000,16,0,ignore
65536,1.17,1.15,56.81,30000,16,0,ignore
131072,1.21,1.21,111.63,30000,16,0,ignore
262144,1.23,1.23,229.53,30000,16,0,ignore
524288,1.18,1.17,456.48,30000,16,0,ignore
1,1.69,1.69,1.69,30000,32,0,ignore
2,1.79,1.69,1.79,30000,32,0,ignore
4,1.74,1.59,1.74,30000,32,0,ignore
8,1.73,1.58,1.73,30000,32,0,ignore
16,1.71,1.56,1.71,30000,32,0,ignore
32,1.71,1.61,1.89,30000,32,0,ignore
64,1.73,1.62,1.88,30000,32,0,ignore
128,1.75,1.59,2.58,30000,32,0,ignore
256,1.69,1.56,2.61,30000,32,0,ignore
512,1.69,1.55,2.94,30000,32,0,ignore
1024,1.71,1.58,3.24,30000,32,0,ignore
2048,1.73,1.60,4.26,30000,32,0,ignore
4096,1.76,1.63,5.86,30000,32,0,ignore
8192,1.67,1.56,8.88,30000,32,0,ignore
16384,1.70,1.53,14.44,30000,32,0,ignore
32768,1.71,1.58,23.82,30000,32,0,ignore
65536,1.74,1.54,48.41,30000,32,0,ignore
131072,1.67,1.55,106.66,30000,32,0,ignore
262144,1.75,1.60,224.55,30000,32,0,ignore
524288,1.62,1.62,500.40,30000,32,0,ignore
1,1.76,1.76,1.76,30000,64,0,ignore
2,1.74,1.67,1.74,30000,64,0,ignore
4,1.71,1.67,1.71,30000,64,0,ignore
8,1.69,1.65,1.69,30000,64,0,ignore
16,1.61,1.61,1.67,30000,64,0,ignore
32,1.75,1.66,2.05,30000,64,0,ignore
64,1.72,1.65,2.06,30000,64,0,ignore
128,1.65,1.65,2.96,30000,64,0,ignore
256,1.64,1.58,3.08,30000,64,0,ignore
512,1.69,1.67,3.32,30000,64,0,ignore
1024,1.63,1.61,4.00,30000,64,0,ignore
2048,1.62,1.62,5.04,30000,64,0,ignore
4096,1.65,1.62,6.83,30000,64,0,ignore
8192,1.68,1.66,11.10,30000,64,0,ignore
16384,1.67,1.64,21.59,30000,64,0,ignore
32768,1.67,1.65,34.53,30000,64,0,ignore
65536,1.78,1.68,64.29,30000,64,0,ignore
131072,1.68,1.66,135.16,30000,64,0,ignore
262144,1.74,1.64,284.23,30000,64,0,ignore
524288,1.55,1.53,680.87,30000,64,0,ignore
1,2.66,2.66,2.66,30000,128,0,ignore
2,2.79,2.79,3.76,30000,128,0,ignore
4,2.67,2.67,3.96,30000,128,0,ignore
8,2.60,2.60,3.74,30000,128,0,ignore
16,2.63,2.63,4.03,30000,128,0,ignore
32,2.71,2.71,3.94,30000,128,0,ignore
64,2.83,2.83,4.18,30000,128,0,ignore
128,2.66,2.66,5.89,30000,128,0,ignore
256,2.58,2.58,6.28,30000,128,0,ignore
512,2.67,2.67,6.51,30000,128,0,ignore
1024,2.59,2.59,6.77,30000,128,0,ignore
2048,2.71,2.71,10.19,30000,128,0,ignore
4096,2.77,2.77,19.11,30000,128,0,ignore
8192,2.72,2.72,35.58,30000,128,0,ignore
16384,2.71,2.71,115.74,30000,128,0,ignore
32768,2.58,2.58,175.88,30000,128,0,ignore
65536,2.60,2.60,175.83,30000,128,0,ignore
131072,2.65,2.65,235.96,30000,128,0,ignore
262144,2.54,2.54,506.76,30000,128,0,ignore
524288,2.53,2.53,1098.78,30000,128,0,ignore
1,1.04,1.04,1.04,30000,256,0,ignore
2,1.09,1.07,1.09,30000,256,0,ignore
4,1.01,1.00,1.01,30000,256,0,ignore
8,1.01,1.00,1.02,30000,256,0,ignore
16,1.06,1.03,1.06,30000,256,0,ignore
32,1.04,1.02,1.22,30000,256,0,ignore
64,1.10,1.10,1.34,30000,256,0,ignore
128,1.00,0.99,2.14,30000,256,0,ignore
256,1.00,0.98,2.78,30000,256,0,ignore
512,1.02,1.01,3.48,30000,256,0,ignore
1024,1.04,1.03,4.32,30000,256,0,ignore
2048,1.03,1.02,6.13,30000,256,0,ignore
4096,1.02,1.02,9.24,30000,256,0,ignore
8192,1.03,1.01,16.05,30000,256,0,ignore
16384,1.06,1.03,123.27,30000,256,0,ignore
32768,1.05,1.05,122.52,30000,256,0,ignore
65536,1.02,1.02,122.92,30000,256,0,ignore
131072,1.02,1.01,191.70,30000,256,0,ignore
262144,1.00,1.00,437.57,30000,256,0,ignore
524288,0.99,0.99,963.55,30000,256,0,ignore
